Substance,CAS NO,MW,percentage,Species,RM,Unit for RM,a,b,g,Coversion Unit,EC50,Unit for SCA
PFHxS,3871-99-6,438.2,7.566,Unknown,Chapman,uM,99.1,0.01031,6.501,uM,223.3542675,uM
"2,4-DCP",120-83-2,163,21.14,Unknown,Chapman,uM,100,0.002948,4.825,uM,682.1579933,uM
"2,5-DCP",583-78-8,163,19.642,Unknown,Chapman,uM,114.7,0.001358,2.258,uM,867.7708058,uM
bPB,94-26-8,194.23,12.334,Unknown,Sigmoid,uM,99.22,70.05,345,uM,346.1514316,uM
Triclosan,3380-34-5,289.54,0.324,Unknown,Logistic,uM,102,-1.624,19.77,uM,19.29163587,uM
Co,7646-79-9,129.84,17.544,Unknown,Chapman,uM,91.6305,0.0033,4.2342,uM,611.9487401,uM
Ni,7718-54-9,129.6,13.739,Unknown,Chapman,uM,85.1707,0.0083,11.5912,uM,372.4417018,uM
TBOEP,78-51-3,398.47,7.711,Unknown,Sigmoid,uM,99.19,85.59,307.15,uM,308.5456629,uM
